iter	AUC	CrossEntropy	Accuracy
503	0.9996679425	0.0495346138	0.9903598972
504	0.9996679425	0.04949290219	0.9903598972
505	0.9996695518	0.04945141123	0.9903598972
506	0.9996712208	0.04939324445	0.9903598972
507	0.9996712208	0.04936312403	0.9903598972
508	0.9996728897	0.04927578806	0.9903598972
509	0.999676168	0.04915798844	0.9910025707
510	0.9996795058	0.04905278517	0.9910025707
511	0.9996861219	0.04899551568	0.9910025707
512	0.9996861219	0.04889223937	0.9910025707
513	0.9996877313	0.04883174847	0.9910025707
514	0.9996992946	0.04874376037	0.9910025707
515	0.9996992946	0.04865753252	0.9910025707
516	0.9997026324	0.04860738249	0.9910025707
517	0.9997092485	0.04852023284	0.9910025707
518	0.9997108579	0.04845416699	0.9910025707
519	0.9997240901	0.04840440922	0.9910025707
520	0.9997240901	0.0483310621	0.9910025707
521	0.999725759	0.04827613144	0.9910025707
522	0.999725759	0.04824064691	0.9910025707
523	0.9997290373	0.04821278687	0.9910025707
524	0.9997323751	0.04805429061	0.9910025707
525	0.9997339845	0.04803683519	0.9910025707
526	0.9997406006	0.04796839128	0.9910025707
527	0.9997406006	0.04793087682	0.9910025707
528	0.9997439384	0.04785181747	0.9910025707
529	0.9997439384	0.04778642336	0.9910025707
530	0.9997439384	0.04772412808	0.9910025707
531	0.9997439384	0.04765589501	0.9910025707
532	0.9997455478	0.04761256534	0.9910025707
533	0.9997455478	0.04758202815	0.9910025707
534	0.9997505546	0.04736066294	0.9910025707
535	0.9997538328	0.04732277093	0.9910025707
536	0.9997555017	0.04730367783	0.9910025707
537	0.9997555017	0.0472770436	0.9910025707
538	0.9997621179	0.04713231065	0.9910025707
539	0.9997720122	0.04694660648	0.9910025707
540	0.9997786283	0.04688094269	0.9910025707
541	0.9997802973	0.04681452381	0.9910025707
542	0.9997819066	0.04678347668	0.9910025707
543	0.9997819066	0.04676544268	0.9910025707
544	0.9997835755	0.04669633194	0.9910025707
545	0.9997835755	0.04660222463	0.9910025707
546	0.9997918606	0.04628031419	0.9910025707
547	0.999800086	0.04619314493	0.9910025707
548	0.9997984171	0.04611317848	0.9910025707
549	0.9998034239	0.04607336932	0.9910025707
550	0.9998050332	0.04600710244	0.9910025707
551	0.9998083711	0.04594307632	0.9910025707
552	0.9998083711	0.04585802034	0.9910025707
553	0.9998083711	0.04582768909	0.9910025707
554	0.9998083711	0.04578970392	0.9910025707
555	0.9998099804	0.04576917908	0.9910025707
556	0.9998099804	0.04575493035	0.9910025707
557	0.9998099804	0.04565160011	0.9910025707
558	0.9998099804	0.04552791174	0.9910025707
559	0.9998133183	0.04548760735	0.9910025707
560	0.9998165965	0.04543220108	0.9910025707
561	0.9998215437	0.04537049909	0.9910025707
562	0.9998215437	0.0453327885	0.9910025707
563	0.9998248816	0.04530338886	0.9910025707
564	0.9998463392	0.04500962775	0.9910025707
565	0.9998480082	0.04493356425	0.9910025707
566	0.9998496771	0.04487142587	0.9910025707
567	0.9998496771	0.04485469612	0.9910025707
568	0.9998496771	0.04481491638	0.9910025707
569	0.9998496771	0.04478468319	0.9910025707
570	0.9998496771	0.04475741154	0.9910025707
571	0.9998512864	0.04468936479	0.9910025707
572	0.9998512864	0.04465830786	0.9910025707
573	0.9998529553	0.04462546616	0.9910025707
574	0.9998529553	0.04458588745	0.9910025707
575	0.9998562932	0.04455745864	0.9910025707
576	0.9998546243	0.04448089992	0.9910025707
577	0.9998562932	0.04441709445	0.9910025707
578	0.9998562932	0.04435319091	0.9910025707
579	0.9998562932	0.04428155502	0.9910025707
580	0.9998595715	0.04420641823	0.9910025707
581	0.9998595715	0.04418302011	0.9910025707
582	0.9998595715	0.04416495669	0.9910025707
583	0.9998612404	0.04412934958	0.9910025707
584	0.9998628497	0.04395573672	0.9910025707
585	0.9998661876	0.04369317474	0.9916452442
586	0.9998678565	0.04364269619	0.9916452442
587	0.9998678565	0.04362451509	0.9916452442
588	0.9998694658	0.04356244046	0.9916452442
589	0.9998728037	0.04330573781	0.9916452442
590	0.9998728037	0.04328699774	0.9916452442
591	0.9998728037	0.04323529339	0.9916452442
592	0.999874413	0.04314244131	0.9916452442
593	0.999874413	0.04310346569	0.9916452442
594	0.9998760819	0.04308267118	0.9916452442
595	0.9998794198	0.04295975261	0.9916452442
596	0.9998794198	0.04293823733	0.9910025707
597	0.9998826981	0.04285318625	0.9916452442
598	0.9998826981	0.04279375444	0.9916452442
599	0.9998859763	0.04272048578	0.9916452442
600	0.9998859763	0.04263746953	0.9916452442
601	0.9998859763	0.0426036668	0.9916452442
602	0.9998859763	0.04257004059	0.9916452442
603	0.9998859763	0.04251095201	0.9916452442
604	0.9998893142	0.04243750683	0.9916452442
605	0.9998893142	0.0423803452	0.9916452442
606	0.9998909831	0.04231215136	0.9916452442
607	0.9998909831	0.04227653445	0.9916452442
608	0.9998909831	0.04221921102	0.9916452442
609	0.9998925924	0.04219881857	0.9916452442
610	0.9998925924	0.04215436607	0.9916452442
611	0.9998925924	0.0421252312	0.9916452442
612	0.9998909831	0.04200275882	0.9916452442
613	0.9998909831	0.04197749748	0.9916452442
614	0.9998925924	0.0418765502	0.9916452442
615	0.9998959303	0.04179671614	0.9916452442
616	0.9998975396	0.04176423727	0.9916452442
617	0.9998975396	0.04171729885	0.9916452442
618	0.9998975396	0.04169917658	0.9916452442
619	0.9998975396	0.04168351083	0.9916452442
620	0.9998975396	0.04164885004	0.9916452442
621	0.9998975396	0.04162524108	0.9922879177
622	0.9999008775	0.04160456915	0.9922879177
623	0.9999008775	0.04157069287	0.9922879177
624	0.9999008775	0.04153684601	0.9922879177
625	0.9999025464	0.04149869904	0.9929305913
626	0.9999008775	0.04139714376	0.9929305913
627	0.9999025464	0.04137381429	0.9929305913
628	0.9999041557	0.04135210778	0.9929305913
629	0.9999041557	0.04130406122	0.9929305913
630	0.9999041557	0.04127674054	0.9929305913
631	0.9999041557	0.04121094436	0.9929305913
632	0.9999074936	0.04116704593	0.9929305913
633	0.9999107718	0.0410272407	0.9929305913
634	0.9999091625	0.04098475194	0.9929305913
635	0.9999091625	0.04095983138	0.9929305913
636	0.9999091625	0.04093036554	0.9929305913
637	0.9999091625	0.04088035034	0.9929305913
638	0.9999141097	0.04080147241	0.9929305913
639	0.9999141097	0.04077126373	0.9929305913
640	0.9999141097	0.04074833142	0.9929305913
641	0.999915719	0.04058614304	0.9929305913
642	0.999917388	0.04054677762	0.9929305913
643	0.999917388	0.04053412244	0.9929305913
644	0.999917388	0.04050018732	0.9929305913
645	0.9999207258	0.04038485647	0.9929305913
646	0.9999207258	0.04025386477	0.9929305913
647	0.9999207258	0.04022987091	0.9929305913
648	0.9999207258	0.04009807018	0.9929305913
649	0.9999207258	0.04008092856	0.9929305913
650	0.9999207258	0.04005454193	0.9929305913
651	0.9999207258	0.04003622844	0.9929305913
652	0.9999223351	0.03994473455	0.9929305913
653	0.9999223351	0.03991621748	0.9929305913
654	0.9999223351	0.03985966141	0.9929305913
655	0.9999223351	0.0398288766	0.9929305913
656	0.9999223351	0.03975018989	0.9929305913
657	0.9999223351	0.03972320753	0.9929305913
658	0.9999240041	0.0396594609	0.9929305913
659	0.9999240041	0.03963921309	0.9929305913
660	0.9999240041	0.03960820274	0.9929305913
661	0.999925673	0.03953478208	0.9929305913
662	0.9999289513	0.03946758849	0.9929305913
663	0.9999322891	0.03931272306	0.9929305913
664	0.9999322891	0.03929973445	0.9929305913
665	0.9999355674	0.03927066577	0.9929305913
666	0.9999355674	0.03923208242	0.9929305913
667	0.9999355674	0.0392177822	0.9929305913
668	0.9999355674	0.03912567296	0.9929305913
669	0.9999355674	0.03909643512	0.9929305913
670	0.9999372363	0.03907871491	0.9929305913
671	0.9999372363	0.03906045046	0.9929305913
672	0.9999388456	0.03904182316	0.9929305913
673	0.9999388456	0.03901818724	0.9929305913
674	0.9999405146	0.03895360216	0.9929305913
675	0.9999405146	0.03885534429	0.9929305913
676	0.9999405146	0.03883027417	0.9929305913
677	0.9999405146	0.03881450545	0.9929305913
678	0.9999421835	0.0387938752	0.9929305913
679	0.9999421835	0.03868706612	0.9929305913
680	0.9999438524	0.0386152341	0.9929305913
681	0.9999438524	0.0385930152	0.9929305913
682	0.9999438524	0.0385419924	0.9929305913
683	0.9999438524	0.03850411756	0.9929305913
684	0.9999438524	0.0384622466	0.9929305913
685	0.9999438524	0.03844373208	0.9929305913
686	0.9999438524	0.03841415346	0.9929305913
687	0.9999421835	0.03828710639	0.9935732648
688	0.9999421835	0.03825258044	0.9935732648
689	0.9999438524	0.03820738756	0.9935732648
690	0.9999438524	0.03813928933	0.9935732648
691	0.9999438524	0.03810279964	0.9935732648
692	0.9999471307	0.03800723118	0.9935732648
693	0.9999471307	0.03796405351	0.9935732648
694	0.9999471307	0.03791876256	0.9935732648
695	0.9999471307	0.03782618996	0.9935732648
696	0.9999471307	0.03778035966	0.9935732648
697	0.9999487996	0.03775267123	0.9935732648
698	0.9999487996	0.03767901031	0.9942159383
699	0.9999487996	0.03765436923	0.9942159383
700	0.9999487996	0.03763527368	0.9942159383
701	0.9999487996	0.03760417752	0.9942159383
702	0.9999487996	0.03759164001	0.9942159383
703	0.9999487996	0.03758003902	0.9942159383
704	0.9999487996	0.03755214466	0.9942159383
705	0.9999487996	0.03751087434	0.9942159383
706	0.9999520779	0.03737222137	0.9942159383
707	0.9999520779	0.03729878845	0.9942159383
708	0.9999537468	0.0371953773	0.9942159383
709	0.9999537468	0.03706372366	0.9942159383
710	0.9999537468	0.03701433608	0.9942159383
711	0.9999537468	0.03694611772	0.9942159383
712	0.9999537468	0.03688869869	0.9942159383
713	0.9999537468	0.03687239796	0.9942159383
714	0.9999537468	0.03685035558	0.9942159383
715	0.9999537468	0.03682138742	0.9942159383
716	0.9999537468	0.03670350445	0.9942159383
717	0.9999537468	0.03667876776	0.9942159383
718	0.9999537468	0.03658691838	0.9942159383
719	0.9999554157	0.03654903863	0.9942159383
720	0.9999554157	0.03648157291	0.9948586118
721	0.9999554157	0.03647136443	0.9948586118
722	0.9999554157	0.03643711061	0.9948586118
723	0.9999570251	0.0363419344	0.9948586118
724	0.9999570251	0.03631660442	0.9948586118
725	0.9999570251	0.03621260734	0.9948586118
726	0.9999570251	0.03619168289	0.9948586118
727	0.9999570251	0.03615451411	0.9948586118
728	0.9999570251	0.03610844355	0.9948586118
729	0.9999570251	0.0360814097	0.9948586118
730	0.9999570251	0.03606908793	0.9948586118
731	0.9999570251	0.03602883013	0.9948586118
732	0.9999570251	0.03602240202	0.9948586118
733	0.9999570251	0.03600180364	0.9948586118
734	0.9999570251	0.03595489708	0.9948586118
735	0.9999619722	0.03584191977	0.9948586118
736	0.9999619722	0.03582245403	0.9948586118
737	0.9999619722	0.03581029652	0.9948586118
738	0.9999619722	0.03574021249	0.9948586118
739	0.9999619722	0.03570420822	0.9948586118
740	0.9999619722	0.03568833408	0.9948586118
741	0.9999619722	0.03562487918	0.9948586118
742	0.9999619722	0.03557883314	0.9948586118
743	0.9999619722	0.03555141929	0.9948586118
744	0.999966979	0.03549027136	0.9948586118
745	0.999966979	0.03545312465	0.9948586118
746	0.999966979	0.03542362203	0.9948586118
747	0.999966979	0.03538741428	0.9948586118
748	0.999966979	0.03537326116	0.9948586118
749	0.999966979	0.03535766405	0.9948586118
750	0.9999685884	0.03531148562	0.9955012853
751	0.9999685884	0.0352727282	0.9955012853
752	0.9999685884	0.03526232359	0.9955012853
753	0.9999685884	0.03523667735	0.9955012853
754	0.9999685884	0.03521792012	0.9955012853
755	0.9999702573	0.03516906454	0.9955012853
756	0.9999702573	0.03512627668	0.9955012853
757	0.9999702573	0.03511471491	0.9955012853
758	0.9999735951	0.03502277972	0.9955012853
759	0.9999735951	0.0350039465	0.9955012853
760	0.9999735951	0.03496409811	0.9955012853
761	0.9999735951	0.03492644146	0.9955012853
762	0.9999735951	0.03491569852	0.9955012853
763	0.9999719262	0.03486537933	0.9955012853
764	0.9999719262	0.03474873687	0.9955012853
765	0.9999719262	0.03472169322	0.9955012853
766	0.9999719262	0.03469564982	0.9955012853
767	0.9999719262	0.03466631147	0.9955012853
768	0.9999735951	0.03465611279	0.9955012853
769	0.9999735951	0.03462361431	0.9955012853
770	0.9999719262	0.03458622734	0.9955012853
771	0.9999719262	0.03455324835	0.9955012853
772	0.9999719262	0.03454175277	0.9955012853
773	0.9999719262	0.03453439306	0.9955012853
774	0.9999719262	0.03451249287	0.9955012853
775	0.9999719262	0.03448314716	0.9955012853
776	0.9999719262	0.0344473194	0.9955012853
777	0.9999735951	0.03436844392	0.9955012853
778	0.9999735951	0.03435493067	0.9955012853
779	0.9999735951	0.03434144439	0.9955012853
780	0.9999735951	0.03428392729	0.9955012853
781	0.9999752045	0.03425638351	0.9955012853
782	0.9999785423	0.03414178814	0.9955012853
783	0.9999768734	0.03406164027	0.9955012853
784	0.9999768734	0.03405139501	0.9955012853
785	0.9999768734	0.03394659136	0.9955012853
786	0.9999785423	0.03391876564	0.9955012853
787	0.9999785423	0.03391364914	0.9955012853
788	0.9999785423	0.03389577939	0.9955012853
789	0.9999785423	0.0338685249	0.9955012853
790	0.9999785423	0.03384977503	0.9955012853
791	0.9999785423	0.03383559739	0.9955012853
792	0.9999801517	0.03380203247	0.9955012853
793	0.9999801517	0.03379096102	0.9955012853
794	0.9999801517	0.03375996783	0.9955012853
795	0.9999801517	0.03374358621	0.9955012853
796	0.9999801517	0.03371824152	0.9955012853
797	0.9999801517	0.03365626985	0.9955012853
798	0.9999801517	0.03363322721	0.9955012853
799	0.9999801517	0.0336158723	0.9955012853
800	0.9999801517	0.03357644559	0.9955012853
801	0.9999801517	0.03355994629	0.9955012853
802	0.9999801517	0.03354307189	0.9955012853
803	0.9999801517	0.03351415521	0.9955012853
804	0.9999818206	0.03344579957	0.9955012853
805	0.9999834895	0.03341788559	0.9961439589
806	0.9999834895	0.03341055039	0.9961439589
807	0.9999834895	0.03339881456	0.9961439589
808	0.9999834895	0.0333883413	0.9961439589
809	0.9999834895	0.03337960378	0.9961439589
810	0.9999834895	0.03336539918	0.9961439589
811	0.9999834895	0.03335460722	0.9961439589
812	0.9999834895	0.03327048775	0.9961439589
813	0.9999834895	0.03326387577	0.9961439589
814	0.9999834895	0.03324822472	0.9961439589
815	0.9999851584	0.03320105585	0.9961439589
816	0.9999851584	0.03317978572	0.9961439589
817	0.9999851584	0.03316993517	0.9961439589
818	0.9999851584	0.03314481358	0.9961439589
819	0.9999851584	0.03311660786	0.9961439589
820	0.9999851584	0.03305384432	0.9961439589
821	0.9999851584	0.03301947527	0.9961439589
822	0.9999851584	0.0330124122	0.9961439589
823	0.9999851584	0.03300295636	0.9961439589
824	0.9999851584	0.03299302981	0.9961439589
825	0.9999851584	0.03298871989	0.9961439589
826	0.9999851584	0.0329810145	0.9961439589
827	0.9999851584	0.03297207595	0.9961439589
828	0.9999851584	0.03296243623	0.9961439589
829	0.9999851584	0.03291493149	0.9961439589
830	0.9999851584	0.03288707145	0.9961439589
831	0.9999851584	0.03287801277	0.9961439589
832	0.9999851584	0.03286290598	0.9961439589
833	0.9999851584	0.03276298101	0.9961439589
834	0.9999834895	0.03272738126	0.9961439589
835	0.9999834895	0.03265731439	0.9961439589
836	0.9999834895	0.0326498419	0.9961439589
837	0.9999834895	0.03260182476	0.9961439589
838	0.9999834895	0.03259145447	0.9961439589
839	0.9999834895	0.03254647733	0.9961439589
840	0.9999834895	0.03248472631	0.9961439589
841	0.9999834895	0.03246136741	0.9967866324
842	0.9999834895	0.03241604459	0.9967866324
843	0.9999834895	0.03241407595	0.9967866324
844	0.9999834895	0.03240719675	0.9967866324
845	0.9999867678	0.03229768356	0.9967866324
846	0.9999867678	0.03228839198	0.9967866324
847	0.9999867678	0.03227740879	0.9967866324
848	0.9999867678	0.0322474943	0.9967866324
849	0.9999867678	0.03223200016	0.9967866324
850	0.9999867678	0.03219376493	0.9967866324
851	0.9999867678	0.032182946	0.9967866324
852	0.9999867678	0.03217721169	0.9967866324
853	0.9999867678	0.0321578293	0.9967866324
854	0.9999867678	0.03214495838	0.9967866324
855	0.9999867678	0.03207496506	0.9967866324
856	0.9999867678	0.03205826473	0.9967866324
857	0.9999867678	0.03205331739	0.9967866324
858	0.9999867678	0.03201942395	0.9967866324
859	0.9999867678	0.0320005662	0.9967866324
860	0.9999867678	0.03197365739	0.9967866324
861	0.9999867678	0.03190184252	0.9967866324
862	0.9999867678	0.03189511532	0.9967866324
863	0.9999867678	0.03188994734	0.9967866324
864	0.9999867678	0.03179502365	0.9967866324
865	0.9999867678	0.03178971592	0.9967866324
866	0.9999867678	0.03178020369	0.9967866324
867	0.9999867678	0.03177003934	0.9967866324
868	0.9999867678	0.03175635448	0.9967866324
869	0.9999867678	0.03174975476	0.9967866324
870	0.9999867678	0.03173940899	0.9967866324
871	0.9999867678	0.03172403743	0.9967866324
872	0.9999867678	0.03170400536	0.9967866324
873	0.9999867678	0.03169947725	0.9967866324
874	0.9999867678	0.03166962651	0.9967866324
875	0.9999867678	0.03166653258	0.9967866324
876	0.9999867678	0.03162612032	0.9967866324
877	0.9999867678	0.03161103315	0.9967866324
878	0.9999867678	0.03158923348	0.9967866324
879	0.9999867678	0.03156569807	0.9967866324
880	0.9999867678	0.03154171157	0.9967866324
881	0.9999867678	0.0315240355	0.9967866324
882	0.9999867678	0.03151892145	0.9967866324
883	0.9999867678	0.03145706746	0.9967866324
884	0.9999867678	0.03142080822	0.9967866324
885	0.9999867678	0.0314139045	0.9967866324
886	0.9999867678	0.03140215886	0.9967866324
887	0.9999867678	0.03138615723	0.9967866324
888	0.9999867678	0.0313822886	0.9967866324
889	0.9999867678	0.03136611782	0.9967866324
890	0.9999867678	0.03135712778	0.9967866324
891	0.9999867678	0.03135077812	0.9967866324
892	0.9999867678	0.0313470713	0.9967866324
893	0.9999867678	0.03127844352	0.9974293059
894	0.9999867678	0.03127526134	0.9974293059
895	0.9999867678	0.03126381725	0.9974293059
896	0.9999867678	0.03125531753	0.9974293059
897	0.9999867678	0.03120112235	0.9974293059
898	0.9999867678	0.03117031794	0.9974293059
899	0.9999867678	0.03115657914	0.9974293059
900	0.9999867678	0.03114915568	0.9974293059
901	0.9999867678	0.03111400457	0.9974293059
902	0.9999867678	0.03109572541	0.9974293059
903	0.9999867678	0.03108452157	0.9974293059
904	0.9999867678	0.03106509505	0.9974293059
905	0.9999867678	0.03106033404	0.9974293059
906	0.9999867678	0.03104426131	0.9974293059
907	0.9999867678	0.03103053478	0.9974293059
908	0.9999867678	0.03101899507	0.9974293059
909	0.9999867678	0.03101150297	0.9974293059
910	0.9999867678	0.03100338325	0.9974293059
911	0.9999867678	0.03096905833	0.9974293059
912	0.9999867678	0.03094703557	0.9980719794
913	0.9999867678	0.03093752334	0.9980719794
914	0.9999867678	0.03092450287	0.9980719794
915	0.9999867678	0.03088846427	0.9980719794
916	0.9999867678	0.03080232713	0.9980719794
917	0.9999867678	0.0307901255	0.9980719794
918	0.9999867678	0.0307708093	0.9980719794
919	0.9999867678	0.03076152752	0.9980719794
920	0.9999867678	0.03075280962	0.9980719794
921	0.9999867678	0.03074677377	0.9980719794
922	0.9999867678	0.03071411349	0.9980719794
923	0.9999867678	0.03067551297	0.9980719794
924	0.9999867678	0.03065842773	0.9980719794
925	0.9999867678	0.03064794467	0.9980719794
926	0.9999867678	0.03061339175	0.9980719794
927	0.9999867678	0.03060424481	0.9980719794
928	0.9999867678	0.03057520065	0.9980719794
929	0.9999867678	0.03054536462	0.9980719794
930	0.9999867678	0.03051521478	0.9980719794
931	0.9999867678	0.03045922012	0.9980719794
932	0.9999867678	0.03041082544	0.9980719794
933	0.9999867678	0.03040497591	0.9980719794
934	0.9999867678	0.03040054831	0.9980719794
935	0.9999867678	0.03032902764	0.9980719794
936	0.9999867678	0.03028698017	0.9980719794
937	0.9999867678	0.03028065993	0.9980719794
938	0.9999867678	0.03027143699	0.9980719794
939	0.9999867678	0.03023591814	0.9980719794
940	0.9999867678	0.03021874219	0.9980719794
941	0.9999867678	0.03021082841	0.9980719794
942	0.9999867678	0.03018368179	0.9980719794
943	0.9999867678	0.03015198744	0.9980719794
944	0.9999867678	0.03014662088	0.9980719794
945	0.9999867678	0.03014085471	0.9980719794
946	0.9999867678	0.03013775833	0.9980719794
947	0.9999867678	0.03012960429	0.9980719794
948	0.9999867678	0.03011696627	0.9980719794
949	0.9999867678	0.03007128061	0.998714653
950	0.9999867678	0.03005321964	0.998714653
951	0.9999867678	0.03002802204	0.998714653
952	0.9999867678	0.03002396709	0.998714653
953	0.9999867678	0.03000257928	0.998714653
954	0.9999867678	0.02999152009	0.998714653
955	0.9999867678	0.02996915655	0.998714653
956	0.9999867678	0.0299667834	0.998714653
957	0.9999867678	0.02992521644	0.998714653
958	0.9999867678	0.02987625789	0.998714653
959	0.9999867678	0.02986393612	0.998714653
960	0.9999867678	0.0298597022	0.998714653
961	0.9999867678	0.02985554428	0.998714653
962	0.9999867678	0.02984896172	0.998714653
963	0.9999867678	0.02980687992	0.998714653
964	0.9999867678	0.02979387906	0.998714653
965	0.9999867678	0.02978552889	0.998714653
966	0.9999884367	0.02967857027	0.998714653
967	0.9999884367	0.02967076927	0.998714653
968	0.9999884367	0.02966764837	0.998714653
969	0.9999884367	0.02964274742	0.998714653
970	0.9999884367	0.02963352449	0.998714653
971	0.9999884367	0.02962946953	0.998714653
972	0.9999884367	0.02962248736	0.998714653
973	0.9999884367	0.02961890557	0.998714653
974	0.9999884367	0.02957191075	0.998714653
975	0.9999884367	0.02953959369	0.998714653
976	0.9999884367	0.02953556571	0.998714653
977	0.9999884367	0.02950647006	0.998714653
978	0.9999884367	0.02948027711	0.998714653
979	0.9999884367	0.02947373378	0.998714653
980	0.9999884367	0.02946725664	0.998714653
981	0.9999884367	0.0294524514	0.998714653
982	0.9999901056	0.02933570597	0.998714653
983	0.9999901056	0.02933137398	0.998714653
984	0.9999901056	0.02932826535	0.998714653
985	0.9999901056	0.02931618629	0.998714653
986	0.9999901056	0.02929524713	0.998714653
987	0.9999901056	0.02929263863	0.998714653
988	0.9999901056	0.02929023115	0.998714653
989	0.9999901056	0.02928295724	0.998714653
990	0.9999901056	0.02927175095	0.998714653
991	0.9999901056	0.02925254753	0.998714653
992	0.9999901056	0.02924404782	0.998714653
993	0.9999901056	0.02921886003	0.998714653
994	0.9999901056	0.02919084554	0.998714653
995	0.9999901056	0.02918693523	0.998714653
996	0.9999901056	0.02918028402	0.998714653
997	0.9999901056	0.02916338266	0.998714653
998	0.9999901056	0.02915704771	0.998714653
999	0.9999901056	0.0291534316	0.998714653
